Accession	Description	Plasmid	Length	Organism	Species	Genus	Family	Order	Class	Phylum	Domain	Collection_date	Geo_location	Isolation_source	Note
NZ_LR890734.1	"Klebsiella pneumoniae isolate INF102-sc-2279897 plasmid 9, complete sequence"	plasmid 9	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890692.1	"Klebsiella pneumoniae isolate INF119-sc-2279930 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890601.1	"Klebsiella pneumoniae isolate INF122-sc-2279936 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890602.1	"Klebsiella pneumoniae isolate INF122-sc-2279936 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890190.1	"Klebsiella pneumoniae isolate INF133-sc-2279960 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890191.1	"Klebsiella pneumoniae isolate INF133-sc-2279960 plasmid 3, complete sequence"	plasmid3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890192.1	"Klebsiella pneumoniae isolate INF133-sc-2279960 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890193.1	"Klebsiella pneumoniae isolate INF133-sc-2279960 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890194.1	"Klebsiella pneumoniae isolate INF133-sc-2279960 plasmid 6, complete sequence"	plasmid 6	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890195.1	"Klebsiella pneumoniae isolate INF133-sc-2279960 plasmid 7, complete sequence"	plasmid 7	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890196.1	"Klebsiella pneumoniae isolate INF133-sc-2279960 plasmid 8, complete sequence"	plasmid 8	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890197.1	"Klebsiella pneumoniae isolate INF133-sc-2279960 plasmid 9, complete sequence"	plasmid 9	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890548.1	"Klebsiella pneumoniae isolate INF142-sc-2279977 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890549.1	"Klebsiella pneumoniae isolate INF142-sc-2279977 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890550.1	"Klebsiella pneumoniae isolate INF142-sc-2279977 plasmid 4, complete sequence"	plasmid4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890551.1	"Klebsiella pneumoniae isolate INF142-sc-2279977 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890552.1	"Klebsiella pneumoniae isolate INF142-sc-2279977 plasmid 6, complete sequence"	plasmid 6	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890553.1	"Klebsiella pneumoniae isolate INF142-sc-2279977 plasmid 7, complete sequence"	plasmid 7	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890570.1	"Klebsiella pneumoniae isolate INF144-sc-2279979 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890584.1	"Klebsiella pneumoniae isolate INF145-sc-2279981 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890585.1	"Klebsiella pneumoniae isolate INF145-sc-2279981 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890586.1	"Klebsiella pneumoniae isolate INF145-sc-2279981 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890382.1	"Klebsiella pneumoniae isolate INF148-sc-2279987 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890383.1	"Klebsiella pneumoniae isolate INF148-sc-2279987 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890287.1	"Klebsiella pneumoniae isolate INF156-sc-2280002 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890720.1	"Klebsiella pneumoniae isolate INF161-sc-2280013 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890721.1	"Klebsiella pneumoniae isolate INF161-sc-2280013 plasmid 3, complete sequence"	plasmid3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890472.1	"Klebsiella pneumoniae isolate INF168-sc-2280023 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890473.1	"Klebsiella pneumoniae isolate INF168-sc-2280023 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890447.1	"Klebsiella pneumoniae isolate INF171-sc-2280028 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890448.1	"Klebsiella pneumoniae isolate INF171-sc-2280028 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890449.1	"Klebsiella pneumoniae isolate INF171-sc-2280028 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890450.1	"Klebsiella pneumoniae isolate INF171-sc-2280028 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890246.1	"Klebsiella pneumoniae isolate INF174-sc-2280034 plasmid 2, complete sequence"	plasmid2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890247.1	"Klebsiella pneumoniae isolate INF174-sc-2280034 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890555.1	"Klebsiella pneumoniae isolate INF182-sc-2280049 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890308.1	"Klebsiella pneumoniae isolate INF188-sc-2280054 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890309.1	"Klebsiella pneumoniae isolate INF188-sc-2280054 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890310.1	"Klebsiella pneumoniae isolate INF188-sc-2280054 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890311.1	"Klebsiella pneumoniae isolate INF188-sc-2280054 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890687.1	"Klebsiella pneumoniae isolate INF201-sc-2280069 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890688.1	"Klebsiella pneumoniae isolate INF201-sc-2280069 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890689.1	"Klebsiella pneumoniae isolate INF201-sc-2280069 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890690.1	"Klebsiella pneumoniae isolate INF201-sc-2280069 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890318.1	"Klebsiella pneumoniae isolate INF215-sc-2280087 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890319.1	"Klebsiella pneumoniae isolate INF215-sc-2280087 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890596.1	"Klebsiella pneumoniae isolate INF223-sc-2280103 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890597.1	"Klebsiella pneumoniae isolate INF223-sc-2280103 plasmid 3, complete sequence"	plasmid3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890357.1	"Klebsiella pneumoniae isolate INF231-sc-2280121 plasmid 2, complete sequence"	plasmid2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890358.1	"Klebsiella pneumoniae isolate INF231-sc-2280121 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890359.1	"Klebsiella pneumoniae isolate INF231-sc-2280121 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890625.1	"Klebsiella pneumoniae isolate INF242-sc-2280140 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890626.1	"Klebsiella pneumoniae isolate INF242-sc-2280140 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890563.1	"Klebsiella pneumoniae isolate INF247-sc-2280148 plasmid 2, complete sequence"	plasmid2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890375.1	"Klebsiella pneumoniae isolate INF250-sc-2280154 plasmid 2, complete sequence"	plasmid2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890376.1	"Klebsiella pneumoniae isolate INF250-sc-2280154 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890377.1	"Klebsiella pneumoniae isolate INF250-sc-2280154 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890378.1	"Klebsiella pneumoniae isolate INF250-sc-2280154 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890379.1	"Klebsiella pneumoniae isolate INF250-sc-2280154 plasmid 6, complete sequence"	plasmid 6	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890380.1	"Klebsiella pneumoniae isolate INF250-sc-2280154 plasmid 7, complete sequence"	plasmid 7	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890649.1	"Klebsiella pneumoniae isolate INF266-sc-2280182 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890650.1	"Klebsiella pneumoniae isolate INF266-sc-2280182 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890205.1	"Klebsiella pneumoniae isolate INF277 plasmid 2, complete sequence"	plasmid2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890206.1	"Klebsiella pneumoniae isolate INF277 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890207.1	"Klebsiella pneumoniae isolate INF277 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890208.1	"Klebsiella pneumoniae isolate INF277 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890680.1	"Klebsiella pneumoniae isolate INF279-sc-2280202 plasmid 2, complete sequence"	plasmid2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890681.1	"Klebsiella pneumoniae isolate INF279-sc-2280202 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890682.1	"Klebsiella pneumoniae isolate INF279-sc-2280202 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890683.1	"Klebsiella pneumoniae isolate INF279-sc-2280202 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890684.1	"Klebsiella pneumoniae isolate INF279-sc-2280202 plasmid 6, complete sequence"	plasmid 6	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890685.1	"Klebsiella pneumoniae isolate INF279-sc-2280202 plasmid 7, complete sequence"	plasmid 7	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890516.1	"Klebsiella pneumoniae isolate INF281-sc-2280206 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890517.1	"Klebsiella pneumoniae isolate INF281-sc-2280206 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890518.1	"Klebsiella pneumoniae isolate INF281-sc-2280206 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890519.1	"Klebsiella pneumoniae isolate INF281-sc-2280206 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890520.1	"Klebsiella pneumoniae isolate INF281-sc-2280206 plasmid 6, complete sequence"	plasmid 6	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890521.1	"Klebsiella pneumoniae isolate INF281-sc-2280206 plasmid 7, complete sequence"	plasmid 7	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890522.1	"Klebsiella pneumoniae isolate INF281-sc-2280206 plasmid 8, complete sequence"	plasmid 8	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890427.1	"Klebsiella pneumoniae isolate INF298 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890428.1	"Klebsiella pneumoniae isolate INF298 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890429.1	"Klebsiella pneumoniae isolate INF298 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890430.1	"Klebsiella pneumoniae isolate INF298 plasmid 5, complete sequence"	plasmid 5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890431.1	"Klebsiella pneumoniae isolate INF298 plasmid 6, complete sequence"	plasmid 6	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890432.1	"Klebsiella pneumoniae isolate INF298 plasmid 7, complete sequence"	plasmid 7	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890433.1	"Klebsiella pneumoniae isolate INF298 plasmid 8, complete sequence"	plasmid 8	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890633.1	"Klebsiella pneumoniae isolate INF299-sc-2280084 plasmid 2, complete sequence"	plasmid 2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890634.1	"Klebsiella pneumoniae isolate INF299-sc-2280084 plasmid 3, complete sequence"	plasmid 3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
NZ_LR890635.1	"Klebsiella pneumoniae isolate INF299-sc-2280084 plasmid 4, complete sequence"	plasmid 4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Australia	Hospital	NA
