Accession	Description	Plasmid	Length	Organism	Species	Genus	Family	Order	Class	Phylum	Domain	Collection_date	Geo_location	Isolation_source	Note
NZ_CP080360.1	"Klebsiella pneumoniae strain K191663 plasmid pOXA48-191663, complete sequence"	pOXA48-191663	63589	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	blood	NA
NZ_CP080361.1	"Klebsiella pneumoniae strain K191663 plasmid pX3-191773, complete sequence"	pX3-191773	38157	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	blood	NA
NZ_CP080354.1	"Klebsiella pneumoniae strain K191663 plasmid unnamed1, complete sequence"	unnamed1	5596	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	blood	NA
NZ_CP080355.1	"Klebsiella pneumoniae strain K191663 plasmid unnamed2, complete sequence"	unnamed2	5234	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	blood	NA
NZ_CP080356.1	"Klebsiella pneumoniae strain K191663 plasmid unnamed3, complete sequence"	unnamed3	5207	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	blood	NA
NZ_CP080357.1	"Klebsiella pneumoniae strain K191663 plasmid unnamed4, complete sequence"	unnamed4	4627	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	blood	NA
NZ_CP080365.1	"Klebsiella pneumoniae strain K191773 plasmid pCMY2-191773, complete sequence"	pCMY2-191773	95539	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	sputum	NA
NZ_CP080368.1	"Klebsiella pneumoniae strain K191773 plasmid pCol440I-191773, complete sequence"	pCol440I-191773	4687	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	sputum	NA
NZ_CP080364.1	"Klebsiella pneumoniae strain K191773 plasmid pFIB-191773, complete sequence"	pFIB-191773	110643	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	sputum	NA
NZ_CP080363.1	"Klebsiella pneumoniae strain K191773 plasmid pFII-191773, complete sequence"	pFII-191773	190150	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	sputum	NA
NZ_CP080366.1	"Klebsiella pneumoniae strain K191773 plasmid pNDM4-191773, complete sequence"	pNDM4-191773	85191	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	sputum	NA
NZ_CP080367.1	"Klebsiella pneumoniae strain K191773 plasmid pOXA181-191773, complete sequence"	pOXA181-191773	51479	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:wuxi	sputum	NA
NZ_MK312242.1	"Klebsiella pneumoniae strain K195 plasmid pK195_KPC, complete sequence"	pK195_KPC	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347228.1	"Klebsiella pneumoniae strain K195 plasmid pK195_rmpA2, complete sequence"	pK195_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK312243.1	"Klebsiella pneumoniae strain K196 plasmid pK196_KPC, complete sequence"	pK196_KPC	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK312244.1	"Klebsiella pneumoniae strain K199 plasmid pK199_KPC, complete sequence"	pK199_KPC	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347229.1	"Klebsiella pneumoniae strain K199 plasmid pK199_rmpA2, complete sequence"	pK199_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP072461.1	"Klebsiella pneumoniae strain K-1L plasmid pK-1L-1, complete sequence"	pK-1L-1	301103	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:Guangxi	NA	NA
NZ_CP072462.1	"Klebsiella pneumoniae strain K-1L plasmid pK-1L-2, complete sequence"	pK-1L-2	9585	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	China:Guangxi	NA	NA
NZ_MT989345.1	"Klebsiella pneumoniae strain K2 plasmid pOXA48_k2, complete sequence"	pOXA48_k2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347230.1	"Klebsiella pneumoniae strain K202 plasmid pK202_rmpA2, complete sequence"	pK202_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK312245.1	"Klebsiella pneumoniae strain K204 plasmid pK204_KPC, complete sequence"	pK204_KPC	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347231.1	"Klebsiella pneumoniae strain K204 plasmid pK204_rmpA2, complete sequence"	pK204_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP026012.1	"Klebsiella pneumoniae strain K2044 plasmid pK2044, complete sequence"	pK2044	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347232.1	"Klebsiella pneumoniae strain K211 plasmid pK211_rmpA2, complete sequence"	pK211_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347233.1	"Klebsiella pneumoniae strain K214 plasmid pK214_rmpA2, complete sequence"	pK214_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK312246.1	"Klebsiella pneumoniae strain K230 plasmid pK230_KPC, complete sequence"	pK230_KPC	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347234.1	"Klebsiella pneumoniae strain K230 plasmid pK230_rmpA2, complete sequence"	pK230_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK312247.1	"Klebsiella pneumoniae strain K232 plasmid pK232_KPC, complete sequence"	pK232_KPC	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347235.1	"Klebsiella pneumoniae strain K232 plasmid pK232_rmpA2, complete sequence"	pK232_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347236.1	"Klebsiella pneumoniae strain K234 plasmid pK234_rmpA2, complete sequence"	pK234_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK312248.1	"Klebsiella pneumoniae strain K235 plasmid pK235_KPC, complete sequence"	pK235_KPC	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347237.1	"Klebsiella pneumoniae strain K235 plasmid pK235_rmpA2, complete sequence"	pK235_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MT989348.1	"Klebsiella pneumoniae strain K236-1 plasmid pOXA48_K236-1, complete sequence"	pOXA48_K236-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK312249.1	"Klebsiella pneumoniae strain K239 plasmid pK239_KPC, complete sequence"	pK239_KPC	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK347238.1	"Klebsiella pneumoniae strain K239 plasmid pK239_rmpA2, complete sequence"	pK239_rmpA2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP047634.1	"Klebsiella pneumoniae strain K2606 plasmid unnamed1, complete sequence"	unnamed1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP047635.1	"Klebsiella pneumoniae strain K2606 plasmid unnamed2, complete sequence"	unnamed2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP047636.1	"Klebsiella pneumoniae strain K2606 plasmid unnamed3, complete sequence"	unnamed3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP047637.1	"Klebsiella pneumoniae strain K2606 plasmid unnamed4, complete sequence"	unnamed4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP047638.1	"Klebsiella pneumoniae strain K2606 plasmid unnamed5, complete sequence"	unnamed5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MT989349.1	"Klebsiella pneumoniae strain K273 plasmid pOXA48_K273, complete sequence"	pOXA48_K273	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_KU665642.1	"Klebsiella pneumoniae strain K47-25 plasmid pG12-KPC-2, complete sequence"	pG12-KPC-2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP020902.1	"Klebsiella pneumoniae strain K66-45 plasmid pK66-45-1, complete sequence"	pK66-45-1	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP020903.1	"Klebsiella pneumoniae strain K66-45 plasmid pK66-45-2, complete sequence"	pK66-45-2	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP020904.1	"Klebsiella pneumoniae strain K66-45 plasmid pK66-45-3, complete sequence"	pK66-45-3	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP020905.1	"Klebsiella pneumoniae strain K66-45 plasmid pK66-45-4, complete sequence"	pK66-45-4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MK450348.1	"Klebsiella pneumoniae strain K725 plasmid pNDM-K725, complete sequence"	pNDM-K725	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MT441554.1	"Klebsiella pneumoniae strain K8 plasmid pOXA-48_k8, complete sequence"	pOXA-48_k8	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP049891.1	"Klebsiella pneumoniae strain k9 plasmid pk9, complete sequence"	pk9	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MN832595.1	"Klebsiella pneumoniae strain KA9-4 plasmid pKA9-4, complete sequence"	pKA9-4	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MN218814.1	"Klebsiella pneumoniae strain KB-2017-139 plasmid p101_srb, complete sequence"	p101_srb	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria		NA	NA	NA
NZ_CP054401.1	"Klebsiella pneumoniae strain KCJ3K292 plasmid pKC141K, complete sequence"	pKC141K	141474	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	USA	Homo sapiens	NA
NZ_CP054402.1	"Klebsiella pneumoniae strain KCJ3K292 plasmid pKC148K, complete sequence"	pKC148K	147763	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	USA	Homo sapiens	NA
NZ_CP054404.1	"Klebsiella pneumoniae strain KCJ3K293 plasmid pKC141K, complete sequence"	pKC141K	141398	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	USA	Homo sapiens	NA
NZ_CP054405.1	"Klebsiella pneumoniae strain KCJ3K293 plasmid pKC148K, complete sequence"	pKC148K	147761	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	USA	Homo sapiens	NA
NZ_CP054398.1	"Klebsiella pneumoniae strain KCJ3K307 plasmid pKC141K, complete sequence"	pKC141K	141474	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	USA	Homo sapiens	NA
NZ_CP054399.1	"Klebsiella pneumoniae strain KCJ3K307 plasmid pKC148K, complete sequence"	pKC148K	147763	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2019	USA	Homo sapiens	NA
NZ_MF582638.1	"Klebsiella pneumoniae strain KKp4 plasmid pKKp4-VIM, complete sequence"	pKKp4-VIM	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_KY271413.1	"Klebsiella pneumoniae strain KL49 plasmid IncN_typeA, complete sequence"	IncN_typeA	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_MH523448.1	"Klebsiella pneumoniae strain KL8 plasmid pKL8-NDM, complete sequence"	pKL8-NDM	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_LT882698.1	"Klebsiella pneumoniae strain Klebsiella pneumoniae KLPN57 isolate KLPN57 plasmid I, complete sequence"	plasmid I	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP043050.1	"Klebsiella pneumoniae strain KLP268 plasmid pKLP268-1, complete sequence"	pKLP268-1	43379	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2016	40.44 N 79.97 W	NA	NA
NZ_CP043048.1	"Klebsiella pneumoniae strain KLP268 plasmid pKLP268-2, complete sequence"	pKLP268-2	71836	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2016	40.44 N 79.97 W	NA	NA
NZ_KY454616.1	"Klebsiella pneumoniae strain kNICU5 plasmid pkNICU5, complete sequence"	pkNICU5	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP078034.1	"Klebsiella pneumoniae strain KP_160 plasmid pKP_160-2, complete sequence"	pKP_160-2	319619	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2016	Pakistan	bedside light switch in hospital intensive care unit	NA
NZ_CP078035.1	"Klebsiella pneumoniae strain KP_160 plasmid pKP_160-3, complete sequence"	pKP_160-3	103816	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2016	Pakistan	bedside light switch in hospital intensive care unit	NA
NZ_CP078036.1	"Klebsiella pneumoniae strain KP_160 plasmid pKP_160-4, complete sequence"	pKP_160-4	69836	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2016	Pakistan	bedside light switch in hospital intensive care unit	NA
NZ_CP078037.1	"Klebsiella pneumoniae strain KP_160 plasmid pKP_160-5, complete sequence"	pKP_160-5	6141	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2016	Pakistan	bedside light switch in hospital intensive care unit	NA
NZ_CP086725.1	"Klebsiella pneumoniae strain KP_3 plasmid pKp3b, complete sequence"	pKp3b	230544	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2018	Tanzania: Zanzibar	soil/stream/plastic litter	NA
NZ_KY271403.1	"Klebsiella pneumoniae strain Kp_48 plasmid pKpQIL-307_48, complete sequence"	pKpQIL-307_48	NA	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	NA	NA	NA	NA
NZ_CP018687.1	"Klebsiella pneumoniae strain Kp_Goe_149473 plasmid pKp_Goe_473-1, complete sequence"	pKp_Goe_473-1	246757	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	tracheal secretion	NA
NZ_CP018689.1	"Klebsiella pneumoniae strain Kp_Goe_149473 plasmid pKp_Goe_473-2, complete sequence"	pKp_Goe_473-2	96070	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	tracheal secretion	NA
NZ_CP018690.1	"Klebsiella pneumoniae strain Kp_Goe_149473 plasmid pKp_Goe_473-3, complete sequence"	pKp_Goe_473-3	63589	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	tracheal secretion	NA
NZ_CP018691.1	"Klebsiella pneumoniae strain Kp_Goe_149473 plasmid pKp_Goe_473-4, complete sequence"	pKp_Goe_473-4	61007	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	tracheal secretion	NA
NZ_CP018688.1	"Klebsiella pneumoniae strain Kp_Goe_149473 plasmid pKp_Goe_473-5, complete sequence"	pKp_Goe_473-5	75838	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	tracheal secretion	NA
NZ_CP018696.1	"Klebsiella pneumoniae strain Kp_Goe_149832 plasmid pKp_Goe_832-1, complete sequence"	pKp_Goe_832-1	246755	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drain fluid	NA
NZ_CP018698.1	"Klebsiella pneumoniae strain Kp_Goe_149832 plasmid pKp_Goe_832-2, complete sequence"	pKp_Goe_832-2	96072	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drain fluid	NA
NZ_CP018700.1	"Klebsiella pneumoniae strain Kp_Goe_149832 plasmid pKp_Goe_832-3, complete sequence"	pKp_Goe_832-3	63588	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drain fluid	NA
NZ_CP018699.1	"Klebsiella pneumoniae strain Kp_Goe_149832 plasmid pKp_Goe_832-4, complete sequence"	pKp_Goe_832-4	61010	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drain fluid	NA
NZ_CP018697.1	"Klebsiella pneumoniae strain Kp_Goe_149832 plasmid pKp_Goe_832-5, complete sequence"	pKp_Goe_832-5	79806	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drain fluid	NA
NZ_CP018714.1	"Klebsiella pneumoniae strain Kp_Goe_152021 plasmid pKp_Goe_021-1, complete sequence"	pKp_Goe_021-1	246756	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018716.1	"Klebsiella pneumoniae strain Kp_Goe_152021 plasmid pKp_Goe_021-2, complete sequence"	pKp_Goe_021-2	96074	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018717.1	"Klebsiella pneumoniae strain Kp_Goe_152021 plasmid pKp_Goe_021-3, complete sequence"	pKp_Goe_021-3	63589	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018718.1	"Klebsiella pneumoniae strain Kp_Goe_152021 plasmid pKp_Goe_021-4, complete sequence"	pKp_Goe_021-4	61010	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018715.1	"Klebsiella pneumoniae strain Kp_Goe_152021 plasmid pKp_Goe_021-5, complete sequence"	pKp_Goe_021-5	80892	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2014	Germany	abdominal drainage fluid	NA
NZ_CP018448.1	"Klebsiella pneumoniae strain Kp_Goe_33208 plasmid pKp_Goe_208-1, complete sequence"	pKp_Goe_208-1	90685	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	wound swab	NA
NZ_CP018449.1	"Klebsiella pneumoniae strain Kp_Goe_33208 plasmid pKp_Goe_208-2, complete sequence"	pKp_Goe_208-2	67101	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2013	Germany	wound swab	NA
NZ_CP018365.1	"Klebsiella pneumoniae strain Kp_Goe_62629 plasmid pKp_Goe_629-1, complete sequence"	pKp_Goe_629-1	260772	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	2015	Germany	urine	NA
